
Model:	LI-1500 Light Sensor Logger	
Config:	500HZ	
Session Remark:	 	
Software Version:	0.0.32	
Timestamp:	20240411 10:09:25	
DATAH	Record	Seconds	Nanoseconds	Input1	MULT_1	CHK	
DATA	0000000	1712830165	002000000	4.2598	-417.40	233
DATA	0000001	1712830165	004000000	0.0000	-417.40	208
DATA	0000002	1712830165	006000000	0.0000	-417.40	211
DATA	0000003	1712830165	008000000	4.7422	-417.40	233
DATA	0000004	1712830165	010000000	10.248	-417.40	223
DATA	0000005	1712830165	012000000	14.790	-417.40	232
DATA	0000006	1712830165	014000000	16.358	-417.40	237
DATA	0000007	1712830165	016000000	11.052	-417.40	226
DATA	0000008	1712830165	018000000	5.8675	-417.40	251
DATA	0000009	1712830165	020000000	0.84353	-417.40	 29
DATA	0000010	1712830165	022000000	0.0000	-417.40	208
DATA	0000011	1712830165	024000000	2.1297	-417.40	232
DATA	0000012	1712830165	026000000	8.6408	-417.40	240
DATA	0000013	1712830165	028000000	13.223	-417.40	228
DATA	0000014	1712830165	030000000	16.639	-417.40	236
DATA	0000015	1712830165	032000000	13.182	-417.40	229
DATA	0000016	1712830165	034000000	7.3948	-417.40	248
DATA	0000017	1712830165	036000000	2.7727	-417.40	245
DATA	0000018	1712830165	038000000	0.0000	-417.40	223
DATA	0000019	1712830165	040000000	0.0000	-417.40	217
DATA	0000020	1712830165	042000000	6.9125	-417.40	234
DATA	0000021	1712830165	044000000	11.695	-417.40	236
DATA	0000022	1712830165	046000000	15.916	-417.40	239
DATA	0000023	1712830165	048000000	15.112	-417.40	230
DATA	0000024	1712830165	050000000	9.1231	-417.40	230
DATA	0000025	1712830165	052000000	4.3402	-417.40	230
DATA	0000026	1712830165	054000000	0.0000	-417.40	220
DATA	0000027	1712830165	056000000	0.0000	-417.40	223
DATA	0000028	1712830165	058000000	4.5412	-417.40	242
DATA	0000029	1712830165	060000000	10.128	-417.40	232
DATA	0000030	1712830165	062000000	14.629	-417.40	236
DATA	0000031	1712830165	064000000	16.398	-417.40	244
DATA	0000032	1712830165	066000000	11.092	-417.40	233
DATA	0000033	1712830165	068000000	5.7470	-417.40	246
DATA	0000034	1712830165	070000000	0.92391	-417.40	 33
DATA	0000035	1712830165	072000000	0.0000	-417.40	220
DATA	0000036	1712830165	074000000	2.1297	-417.40	244
DATA	0000037	1712830165	076000000	8.4398	-417.40	  2
DATA	0000038	1712830165	078000000	13.022	-417.40	237
DATA	0000039	1712830165	080000000	16.599	-417.40	253
DATA	0000040	1712830165	082000000	13.343	-417.40	231
DATA	0000041	1712830165	084000000	7.3948	-417.40	251
DATA	0000042	1712830165	086000000	2.8933	-417.40	248
DATA	0000043	1712830165	088000000	0.0000	-417.40	226
DATA	0000044	1712830165	090000000	0.0000	-417.40	220
DATA	0000045	1712830165	092000000	6.5508	-417.40	247
DATA	0000046	1712830165	094000000	11.454	-417.40	241
DATA	0000047	1712830165	096000000	15.875	-417.40	255
DATA	0000048	1712830165	098000000	15.272	-417.40	249
DATA	0000049	1712830165	100000000	9.3642	-417.40	241
DATA	0000050	1712830165	102000000	4.6618	-417.40	236
DATA	0000051	1712830165	104000000	0.0000	-417.40	214
DATA	0000052	1712830165	106000000	0.0000	-417.40	217
DATA	0000053	1712830165	108000000	4.4206	-417.40	236
DATA	0000054	1712830165	110000000	10.128	-417.40	226
DATA	0000055	1712830165	112000000	14.469	-417.40	241
DATA	0000056	1712830165	114000000	16.438	-417.40	242
DATA	0000057	1712830165	116000000	11.253	-417.40	235
DATA	0000058	1712830165	118000000	5.8675	-417.40	  1
DATA	0000059	1712830165	120000000	1.2053	-417.40	231
DATA	0000060	1712830165	122000000	0.0000	-417.40	214
DATA	0000061	1712830165	124000000	1.8885	-417.40	247
DATA	0000062	1712830165	126000000	8.3996	-417.40	255
DATA	0000063	1712830165	128000000	13.022	-417.40	231
DATA	0000064	1712830165	130000000	16.679	-417.40	246
DATA	0000065	1712830165	132000000	13.424	-417.40	234
DATA	0000066	1712830165	134000000	7.3948	-417.40	254
DATA	0000067	1712830165	136000000	2.8933	-417.40	251
DATA	0000068	1712830165	138000000	0.0000	-417.40	229
DATA	0000069	1712830165	140000000	0.0000	-417.40	223
DATA	0000070	1712830165	142000000	6.5508	-417.40	241
DATA	0000071	1712830165	144000000	11.414	-417.40	231
DATA	0000072	1712830165	146000000	15.795	-417.40	250
DATA	0000073	1712830165	148000000	15.353	-417.40	243
DATA	0000074	1712830165	150000000	9.4044	-417.40	241
DATA	0000075	1712830165	152000000	4.5814	-417.40	245
DATA	0000076	1712830165	154000000	0.0000	-417.40	226
DATA	0000077	1712830165	156000000	0.0000	-417.40	229
DATA	0000078	1712830165	158000000	4.0589	-417.40	  2
DATA	0000079	1712830165	160000000	9.8465	-417.40	  2
DATA	0000080	1712830165	162000000	14.348	-417.40	240
DATA	0000081	1712830165	164000000	16.518	-417.40	244
DATA	0000082	1712830165	166000000	11.454	-417.40	241
DATA	0000083	1712830165	168000000	6.0283	-417.40	248
DATA	0000084	1712830165	170000000	1.2053	-417.40	234
DATA	0000085	1712830165	172000000	0.0000	-417.40	226
DATA	0000086	1712830165	174000000	1.6474	-417.40	251
DATA	0000087	1712830165	176000000	8.3192	-417.40	255
DATA	0000088	1712830165	178000000	12.781	-417.40	254
DATA	0000089	1712830165	180000000	16.559	-417.40	255
DATA	0000090	1712830165	182000000	13.745	-417.40	243
DATA	0000091	1712830165	184000000	7.7565	-417.40	  0
DATA	0000092	1712830165	186000000	3.0943	-417.40	248
DATA	0000093	1712830165	188000000	0.0000	-417.40	232
DATA	0000094	1712830165	190000000	0.0000	-417.40	226
DATA	0000095	1712830165	192000000	6.3498	-417.40	  3
DATA	0000096	1712830165	194000000	11.334	-417.40	244
DATA	0000097	1712830165	196000000	15.674	-417.40	  2
DATA	0000098	1712830165	198000000	15.554	-417.40	  2
DATA	0000099	1712830165	200000000	9.5250	-417.40	244
DATA	0000100	1712830165	202000000	4.7823	-417.40	232
DATA	0000101	1712830165	204000000	0.0000	-417.40	211
DATA	0000102	1712830165	206000000	0.0000	-417.40	214
DATA	0000103	1712830165	208000000	3.9383	-417.40	243
DATA	0000104	1712830165	210000000	9.8063	-417.40	237
DATA	0000105	1712830165	212000000	14.147	-417.40	231
DATA	0000106	1712830165	214000000	16.599	-417.40	247
DATA	0000107	1712830165	216000000	11.695	-417.40	242
DATA	0000108	1712830165	218000000	6.1087	-417.40	245
DATA	0000109	1712830165	220000000	1.2856	-417.40	239
DATA	0000110	1712830165	222000000	0.0000	-417.40	211
DATA	0000111	1712830165	224000000	1.5268	-417.40	236
DATA	0000112	1712830165	226000000	8.0379	-417.40	244
DATA	0000113	1712830165	228000000	12.620	-417.40	231
DATA	0000114	1712830165	230000000	16.518	-417.40	235
