1.283900000000000041e+00	-2.632873000000000047e+03
1.661100000000000021e+00	-3.407913199999999961e+03
1.498099999999999987e+00	-3.076307200000000194e+03
1.534499999999999975e+00	-3.146329600000000028e+03
1.470099999999999962e+00	-3.017970800000000054e+03
1.582300000000000040e+00	-3.249653699999999844e+03
1.589199999999999946e+00	-3.262024300000000039e+03
1.590999999999999970e+00	-3.251377300000000105e+03
1.594100000000000072e+00	-3.269774300000000039e+03
1.680299999999999905e+00	-3.450144600000000082e+03
1.554200000000000026e+00	-3.190746000000000095e+03
1.443000000000000060e+00	-2.960056300000000192e+03
1.442099999999999937e+00	-2.957919800000000123e+03
1.617599999999999927e+00	-3.318263699999999972e+03
1.469400000000000039e+00	-3.013682999999999993e+03
1.525600000000000067e+00	-3.128016500000000178e+03
